Camera Number,Latitude,Longitude,Main Road,Cross Street,Group, Traffic Image , North Reference Static Image , South Reference Static Image , East Reference Static Image , West Reference Static Image
Camera9300,43.651064,-79.347199,LAKE SHORE BLVD E,DON ROADWAY,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9300.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9300n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9300s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9300e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9300w.jpg
Camera9301,43.647531,-79.361602,LAKE SHORE BLVD E,PARLIAMENT ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9301.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9301n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9301s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9301e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9301w.jpg
Camera9302,43.64563,-79.369974,LAKE SHORE BLVD E,LOWER JARVIS ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9302.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9302n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9302s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9302e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9302w.jpg
Camera9303,43.644334,-79.375966,LAKE SHORE BLVD,YONGE ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9303.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9303n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9303s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9303e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9303w.jpg
Camera9304,43.643278,-79.378028,LAKE SHORE BLVD W,BAY ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9304.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9304n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9304s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9304e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9304w.jpg
Camera9305,43.64098,-79.38106,LAKE SHORE BLVD W,YORK ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9305.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9305n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9305s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9305e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9305w.jpg
Camera9306,43.639447,-79.387213,LAKE SHORE BLVD W,REES ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9306.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9306n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9306s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9306e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9306w.jpg
Camera9307,43.63809,-79.39457,LAKE SHORE BLVD W,SPADINA AVE,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9307.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9307n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9307s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9307e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9307w.jpg
Camera9308,43.635542,-79.403776,LAKE SHORE BLVD W,REMEMBRANCE DR,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9308.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9308n.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9308e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9308w.jpg
Camera9309,43.632711,-79.409948,LAKE SHORE BLVD W,NEWFOUNDLAND RD / ONTARIO PLACE BLVD,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9309.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9309e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9309w.jpg
Camera9310,43.630462,-79.418721,LAKE SHORE BLVD W,ONTARIO DR / REMEMBRANCE DR,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9310.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9310e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9310w.jpg
Camera9311,43.630441,-79.427546,LAKE SHORE BLVD W,BRITISH COLUMBIA RD / LAKESHORE BRITISH COLUMBIA RAMP,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9311.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9311e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9311w.jpg
Camera9312,43.63169,-79.431187,LAKE SHORE BLVD W,BRITISH COLUMBIA RD / LAKESHORE BRITISH COLUMBIA RAMP,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9312.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9312n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9312s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9312e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9312w.jpg
Camera9313,43.632021,-79.430317,LAKE SHORE BLVD W,BRITISH COLUMBIA RD / LAKESHORE BRITISH COLUMBIA RAMP,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9313.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9313n.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9313e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9313w.jpg
Camera9314,43.63258,-79.436398,LAKE SHORE BLVD W,OARSMAN DR,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9314.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9314n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9314s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9314e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9314w.jpg
Camera9315,43.637321,-79.450137,LAKE SHORE BLVD W,PRIVATE ACCESS,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9315.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9315n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9315s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9315e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9315w.jpg
Camera9316,43.638202,-79.455976,LAKE SHORE BLVD W,COLBORNE LODGE DR,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9316.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9316e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9316w.jpg
Camera9317,43.637632,-79.458943,LAKE SHORE BLVD W,COLBORNE LODGE DR,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9317.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9317n.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9317e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9317w.jpg
Camera9318,43.636244,-79.465303,LAKE SHORE BLVD W,ELLIS AVE,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9318.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9318n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9318s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9318e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9318w.jpg
Camera9319,43.631298,-79.472649,LAKE SHORE BLVD W,PALACE PIER CRT,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9319.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9319e.jpg ,
Camera9320,43.631219,-79.474692,LAKE SHORE BLVD W,PALACE PIER CRT,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9320.jpg ,  ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9320w.jpg
Camera9321,43.629104,-79.478597,LAKE SHORE BLVD W,PALACE PIER CRT,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9321.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9321s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9321e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9321w.jpg
Camera9322,43.623096,-79.481494,LAKE SHORE BLVD W,PARK LAWN RD / MARINE PARADE DR,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9322.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9322n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9322s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9322e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9322w.jpg
Camera9323,43.659251,-79.32895,LAKE SHORE BLVD E,LESLIE ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9323.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9323n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9323s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9323e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9323w.jpg
Camera9324,43.662173,-79.314756,LAKE SHORE BLVD E,COXWELL AVE / ASHBRIDGES BAY PARK RD,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9324.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9324n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9324s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9324e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9324w.jpg
Camera9325,43.648046,-79.354786,LAKE SHORE BLVD E,CHERRY ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9325.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9325n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9325s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9325e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9325w.jpg
Camera9326,43.649304,-79.35679,LAKE SHORE BLVD E,CHERRY ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9326.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9326s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9326e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9326w.jpg
Camera9327,43.646165,-79.366392,LAKE SHORE BLVD E,LOWER SHERBOURNE ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9327.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9327n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9327s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9327e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9327w.jpg
Camera9328,43.646365,-79.366433,LAKE SHORE BLVD E,LOWER SHERBOURNE ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9328.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9328n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9328s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9328e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9328w.jpg
Camera9329,43.640341,-79.383321,LAKE SHORE BLVD W,LOWER SIMCOE ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9329.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9329n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9329s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9329e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9329w.jpg
Camera9330,43.638861,-79.392309,LAKE SHORE BLVD W,SPADINA AVE,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9330.jpg ,  ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9330e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9330w.jpg
Camera9331,43.636708,-79.399813,LAKE SHORE BLVD W,BATHURST ST / FLEET ST,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9331.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9331n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9331s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9331e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9331w.jpg
Camera9332,43.63552,-79.407257,LAKE SHORE BLVD W,FORT YORK BLVD,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9332.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9332n.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9332e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9332w.jpg
Camera9333,43.638205,-79.45386,LAKE SHORE BLVD W,PARKSIDE DR,Lake Shore, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9333.jpg ,  ,  ,  ,
Camera9400,43.698513,-79.436464,W R ALLEN RD,EGLINTON AVE W,Allen, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9400.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9400n.jpg ,  , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9400e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9400w.jpg
Camera9401,43.702742,-79.43817,W R ALLEN RD,ELM RIDGE DR,Allen, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9401.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9401n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9401s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9401e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9401w.jpg
Camera9402,43.707561,-79.440666,W R ALLEN RD,VIEWMOUNT AVE,Allen, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9402.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9402n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9402s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9402e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9402w.jpg
Camera9403,43.711167,-79.442952,W R ALLEN RD,GLENGROVE AVE,Allen, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9403.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9403n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9403s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9403e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9403w.jpg
Camera9404,43.716403,-79.444987,W R ALLEN RD,LAWRENCE AVE W,Allen, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9404.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9404n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9404s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9404e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9404w.jpg
Camera9405,43.728089,-79.448831,W R ALLEN RD,401 C E ALLEN RD RAMP,Allen, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9405.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9405n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9405s.jpg ,  ,
Camera9406,43.739554,-79.452767,W R ALLEN RD,TRANSIT RD,Allen, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9406.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9406n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9406s.jpg ,  ,
Camera9407,43.74992,-79.463787,W R ALLEN RD,SHEPPARD AVE W,Allen, http://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9407.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9407n.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9407s.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9407e.jpg , http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9407w.jpg
